商品商品,现货价格,最近合约代码,最近合约价格,最近合约现期差1,主力合约代码,主力合约价格,主力合约现期差2,timestamp
苯乙烯,8541.67,2302,8361,1802.11%,2304,8591,-49-0.57%,20230222
液化石油气,5700.00,2302,4762,93816.46%,2304,5067,63311.11%,20230222
生猪,15.40,2303,15535,-135-0.88%,2305,17710,-2310-15.00%,20230222
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230223
铜,70078.33,2303,70080,-1.67-0.00%,2304,70220,-141-0.20%,20230223
螺纹钢,4252.22,2303,4263,-10-0.24%,2305,4261,-8-0.19%,20230223
锌,23442.00,2303,23520,-78-0.33%,2304,23505,-63-0.27%,20230223
铝,18640.00,2303,18730,-90-0.48%,2304,18745,-105-0.56%,20230223
黄金,412.92,2303,413.12,-0.20-0.05%,2304,412.62,0.300.07%,20230223
线材,4490.00,2303,4864,-374-8.33%,2305,4975,-485-10.80%,20230223
燃料油,6100.00,2303,2891,320952.61%,2305,2918,318252.16%,20230223
天然橡胶,12120.00,2303,12450,-330-2.72%,2305,12620,-500-4.13%,20230223
铅,15262.50,2303,15420,-157-1.03%,2304,15405,-142-0.93%,20230223
白银,4924.67,2303,4953,-28-0.57%,2306,4979,-54-1.10%,20230223
石油沥青,3840.86,2303,3846,-5-0.13%,2306,3785,551.43%,20230223
热轧卷板,4342.00,2303,4333,90.21%,2305,4309,330.76%,20230223
镍,211016.67,2303,206510,45062.14%,2304,203700,73163.47%,20230223
锡,216200.00,2303,217860,-1660-0.77%,2303,217860,-1660-0.77%,20230223
纸浆,7010.00,2303,6622,3885.53%,2305,6602,4085.82%,20230223
不锈钢,17350.00,2303,16825,5253.03%,2304,16800,5503.17%,20230223
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230223
PTA,5617.27,2303,5598,190.34%,2305,5598,190.34%,20230223
白糖,5916.00,2303,5942,-26-0.44%,2305,5965,-49-0.83%,20230223
棉花,15447.17,2303,14425,10226.62%,2305,14475,9726.29%,20230223
普麦,3084.00,2303,3122,-38-1.23%,2401,3122,-38-1.23%,20230223
菜籽油OI,10898.00,2303,10361,5374.93%,2305,9973,9258.49%,20230223
强麦WH,3084.00,2303,3164,-80-2.59%,2303,3164,-80-2.59%,20230223
玻璃,19.01,2303,1513,70.46%,2305,1550,-29-1.91%,20230223
菜籽粕,3406.00,2303,3290,1163.41%,2305,3188,2186.40%,20230223
油菜籽,7380.00,2307,6053,132717.98%,2311,6027,135318.33%,20230223
硅铁,7800.00,2303,8370,-570-7.31%,2305,8256,-456-5.85%,20230223
锰硅,7291.67,2303,7656,-364-4.99%,2305,7614,-322-4.42%,20230223
甲醇MA,2762.50,2303,2715,471.70%,2305,2667,953.44%,20230223
棉纱,24700.00,2303,21605,309512.53%,2305,21670,303012.27%,20230223
尿素,2791.00,2303,2747,441.58%,2305,2552,2398.56%,20230223
纯碱,2948.33,2303,3066,-117-3.97%,2305,2974,-25-0.85%,20230223
涤纶短纤,7442.00,2303,7184,2583.47%,2304,7232,2102.82%,20230223
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230223
棕榈油,8252.00,2303,8224,280.34%,2305,8252,0.000.00%,20230223
聚氯乙烯,6313.33,2303,6455,-141-2.23%,2305,6487,-173-2.74%,20230223
聚乙烯,8340.00,2303,8346,-6-0.07%,2305,8334,60.07%,20230223
豆一,5384.00,2303,5591,-207-3.84%,2305,5639,-255-4.74%,20230223
豆粕,4498.00,2303,4243,2555.67%,2305,3851,64714.38%,20230223
豆油,9676.00,2303,9280,3964.09%,2305,8878,7988.25%,20230223
玉米,2810.00,2303,2838,-28-1.00%,2305,2871,-61-2.17%,20230223
铁矿石,926.89,2303,933,-6-0.65%,2305,911.5,151.62%,20230223
鸡蛋,9.32,2302,4349,3116.67%,2305,4410,2505.36%,20230223
聚丙烯,7941.67,2303,7925,160.20%,2305,7960,-18-0.23%,20230223
玉米淀粉,3164.00,2303,2894,2708.53%,2305,3045,1193.76%,20230223
乙二醇,4246.67,2302,4126,1202.83%,2305,4317,-70-1.65%,20230223
苯乙烯,8575.00,2302,8214,3614.21%,2304,8563,120.14%,20230223
液化石油气,5700.00,2302,4969,73112.82%,2304,4969,73112.82%,20230223
生猪,15.57,2303,15250,3202.06%,2305,17545,-1975-12.68%,20230223
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230224
铜,69311.67,2303,69440,-128-0.18%,2304,69550,-238-0.34%,20230224
螺纹钢,4231.11,2303,4255,-23-0.54%,2305,4218,130.31%,20230224
锌,23418.00,2303,23480,-62-0.26%,2304,23490,-72-0.31%,20230224
铝,18486.67,2303,18600,-113-0.61%,2304,18615,-128-0.69%,20230224
黄金,413.68,2303,412.16,1.520.37%,2304,411.88,1.800.44%,20230224
线材,4478.00,2303,4864,-386-8.62%,2305,4950,-472-10.54%,20230224
燃料油,6130.00,2303,2784,334654.58%,2305,2876,325453.08%,20230224
天然橡胶,12080.00,2303,12465,-385-3.19%,2305,12605,-525-4.35%,20230224
铅,15187.50,2303,15325,-137-0.90%,2304,15340,-152-1.00%,20230224
白银,4910.33,2303,4925,-14-0.29%,2306,4952,-41-0.83%,20230224
石油沥青,3859.43,2303,3835,240.62%,2306,3762,972.51%,20230224
热轧卷板,4340.00,2303,4299,410.94%,2305,4284,561.29%,20230224
镍,205366.67,2303,201160,42062.05%,2304,197930,74363.62%,20230224
锡,211450.00,2303,212430,-980-0.46%,2304,212090,-640-0.30%,20230224
纸浆,7010.00,2303,6510,5007.13%,2305,6508,5027.16%,20230224
不锈钢,17350.00,2303,16745,6053.49%,2304,16735,6153.54%,20230224
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230224
PTA,5645.45,2303,5606,390.69%,2305,5606,390.69%,20230224
白糖,5916.00,2303,5952,-36-0.61%,2305,5970,-54-0.91%,20230224
棉花,15472.33,2303,14315,11577.48%,2305,14380,10927.06%,20230224
普麦,3084.00,2303,3122,-38-1.23%,2401,3122,-38-1.23%,20230224
菜籽油OI,10898.00,2303,10167,7316.71%,2305,9849,10499.63%,20230224
强麦WH,3084.00,2303,3200,-116-3.76%,2303,3200,-116-3.76%,20230224
玻璃,18.92,2303,1503,100.66%,2305,1532,-18-1.19%,20230224
菜籽粕,3412.00,2303,3267,1454.25%,2305,3181,2316.77%,20230224
油菜籽,7380.00,2307,6053,132717.98%,2311,6042,133818.13%,20230224
硅铁,7797.14,2303,8348,-550-7.05%,2305,8238,-440-5.64%,20230224
锰硅,7295.00,2303,7598,-303-4.15%,2305,7544,-249-3.41%,20230224
甲醇MA,2790.00,2303,2722,682.44%,2305,2665,1254.48%,20230224
棉纱,24700.00,2303,21605,309512.53%,2305,21530,317012.83%,20230224
尿素,2799.00,2303,2743,562.00%,2305,2538,2619.32%,20230224
纯碱,2948.33,2303,3016,-67-2.27%,2305,2929,190.64%,20230224
涤纶短纤,7372.00,2303,7226,1461.98%,2304,7258,1141.55%,20230224
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230224
棕榈油,8292.00,2303,8218,740.89%,2305,8282,100.12%,20230224
聚氯乙烯,6313.33,2303,6478,-164-2.60%,2305,6501,-187-2.96%,20230224
聚乙烯,8340.00,2303,8330,100.12%,2305,8321,190.23%,20230224
豆一,5388.00,2303,5568,-180-3.34%,2305,5612,-224-4.16%,20230224
豆粕,4494.00,2303,4221,2736.07%,2305,3849,64514.35%,20230224
豆油,9696.00,2303,9268,4284.41%,2305,8894,8028.27%,20230224
玉米,2810.00,2303,2840,-30-1.07%,2305,2867,-57-2.03%,20230224
铁矿石,931.11,2303,932,-0.89-0.10%,2305,908.5,222.36%,20230224
鸡蛋,9.32,2303,4278,3828.20%,2305,4426,2345.02%,20230224
聚丙烯,7941.67,2303,7899,420.53%,2305,7919,220.28%,20230224
玉米淀粉,3164.00,2303,2881,2838.94%,2305,3040,1243.92%,20230224
乙二醇,4266.67,2303,4244,220.52%,2305,4340,-73-1.71%,20230224
苯乙烯,8558.33,2303,8599,-40-0.47%,2304,8613,-54-0.63%,20230224
液化石油气,5650.00,2303,4553,109719.42%,2304,4903,74713.22%,20230224
生猪,15.70,2303,15125,5743.66%,2305,17490,-1790-11.40%,20230224
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230227
铜,68468.33,2303,68600,-131-0.19%,2304,68710,-241-0.35%,20230227
螺纹钢,4221.11,2303,4260,-38-0.90%,2305,4201,200.47%,20230227
锌,22966.00,2303,23105,-139-0.61%,2304,23105,-139-0.61%,20230227
铝,18336.67,2303,18400,-63-0.34%,2304,18415,-78-0.43%,20230227
黄金,413.05,2303,412.4,0.650.16%,2306,413.22,-0.17-0.04%,20230227
线材,4476.00,2303,4864,-388-8.67%,2305,4965,-489-10.92%,20230227
燃料油,6130.00,2303,2775,335554.73%,2305,2884,324652.95%,20230227
天然橡胶,12020.00,2303,12370,-350-2.91%,2305,12520,-500-4.16%,20230227
铅,15206.25,2303,15325,-118-0.78%,2304,15350,-143-0.94%,20230227
白银,4859.33,2303,4871,-11-0.23%,2306,4904,-44-0.91%,20230227
石油沥青,3888.00,2303,3858,300.77%,2306,3766,1223.14%,20230227
热轧卷板,4344.00,2303,4312,320.74%,2305,4283,611.40%,20230227
镍,204266.67,2303,200160,41062.01%,2304,196560,77063.77%,20230227
锡,209200.00,2303,210880,-1680-0.80%,2304,209780,-580-0.28%,20230227
纸浆,7010.00,2303,6496,5147.33%,2305,6476,5347.62%,20230227
不锈钢,17275.00,2303,16605,6703.88%,2304,16590,6853.97%,20230227
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230227
PTA,5597.27,2303,5606,-8-0.14%,2305,5602,-4.73-0.08%,20230227
白糖,5912.00,2303,5896,160.27%,2305,5913,-1.00-0.02%,20230227
棉花,15415.50,2303,14255,11607.52%,2305,14295,11207.27%,20230227
普麦,3084.00,2303,3122,-38-1.23%,2401,3122,-38-1.23%,20230227
菜籽油OI,10774.00,2303,10113,6616.14%,2305,9853,9218.55%,20230227
强麦WH,3084.00,2303,3100,-16-0.52%,2303,3100,-16-0.52%,20230227
玻璃,18.86,2303,1492,161.06%,2305,1521,-12-0.80%,20230227
菜籽粕,3370.00,2303,3246,1243.68%,2305,3157,2136.32%,20230227
油菜籽,7400.00,2307,6053,134718.20%,2311,5987,141319.09%,20230227
硅铁,7804.29,2303,8206,-401-5.14%,2305,8082,-277-3.55%,20230227
锰硅,7295.00,2303,7462,-167-2.29%,2305,7426,-131-1.80%,20230227
甲醇MA,2780.83,2303,2731,491.76%,2305,2669,1113.99%,20230227
棉纱,24700.00,2303,21600,310012.55%,2305,21365,333513.50%,20230227
尿素,2817.00,2303,2709,1083.83%,2305,2516,30110.69%,20230227
纯碱,2948.33,2303,3009,-60-2.04%,2305,2910,381.29%,20230227
涤纶短纤,7382.00,2303,7188,1942.63%,2304,7224,1582.14%,20230227
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230227
棕榈油,8240.00,2303,8206,340.41%,2305,8270,-30-0.36%,20230227
聚氯乙烯,6313.33,2303,6401,-87-1.38%,2305,6470,-156-2.47%,20230227
聚乙烯,8332.86,2303,8311,210.25%,2305,8294,380.46%,20230227
豆一,5400.00,2303,5540,-140-2.59%,2305,5596,-196-3.63%,20230227
豆粕,4428.00,2303,4167,2615.89%,2305,3830,59813.50%,20230227
豆油,9640.00,2303,9278,3623.76%,2305,8896,7447.72%,20230227
玉米,2811.43,2303,2830,-18-0.64%,2305,2848,-36-1.28%,20230227
铁矿石,920.11,2303,922,-1.89-0.21%,2305,895.5,242.61%,20230227
鸡蛋,9.43,2303,4304,4118.72%,2305,4426,2896.13%,20230227
聚丙烯,7925.00,2303,7888,370.47%,2305,7883,420.53%,20230227
玉米淀粉,3168.00,2303,2875,2939.25%,2305,3022,1464.61%,20230227
乙二醇,4308.33,2303,4242,661.53%,2305,4346,-37-0.86%,20230227
苯乙烯,8558.33,2303,8575,-16-0.19%,2304,8591,-32-0.37%,20230227
液化石油气,5650.00,2303,4637,101317.93%,2304,4926,72412.81%,20230227
生猪,15.87,2303,14980,8895.60%,2305,17230,-1360-8.57%,20230227
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230228
铜,68580.00,2303,68640,-60-0.09%,2304,68730,-150-0.22%,20230228
螺纹钢,4208.89,2303,4259,-50-1.19%,2305,4170,380.90%,20230228
锌,23074.00,2303,23125,-51-0.22%,2304,23135,-61-0.26%,20230228
铝,18340.00,2303,18445,-105-0.57%,2304,18480,-140-0.76%,20230228
黄金,413.48,2303,412.82,0.660.16%,2306,413.58,-0.10-0.02%,20230228
线材,4454.00,2303,4864,-410-9.21%,2305,4897,-443-9.95%,20230228
燃料油,6130.00,2303,2775,335554.73%,2305,2879,325153.03%,20230228
天然橡胶,12020.00,2303,12350,-330-2.75%,2305,12490,-470-3.91%,20230228
铅,15218.75,2303,15320,-101-0.66%,2304,15360,-141-0.93%,20230228
白银,4849.00,2303,4852,-3.00-0.06%,2306,4881,-32-0.66%,20230228
石油沥青,3890.86,2303,3794,962.47%,2306,3734,1564.01%,20230228
热轧卷板,4324.00,2303,4286,380.88%,2305,4257,671.55%,20230228
镍,205266.67,2303,201370,38961.90%,2304,198160,71063.46%,20230228
锡,209700.00,2303,210050,-350-0.17%,2304,209710,-10-0.00%,20230228
纸浆,7010.00,2303,6504,5067.22%,2305,6496,5147.33%,20230228
不锈钢,17225.00,2303,16535,6904.01%,2304,16515,7104.12%,20230228
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230228
PTA,5597.27,2303,5574,230.41%,2305,5576,210.38%,20230228
白糖,5912.00,2303,5915,-3.00-0.05%,2305,5940,-28-0.47%,20230228
棉花,15374.17,2303,14270,11047.18%,2305,14295,10797.02%,20230228
普麦,3064.00,2303,3122,-58-1.89%,2401,3122,-58-1.89%,20230228
菜籽油OI,10774.00,2303,10125,6496.02%,2305,9835,9398.72%,20230228
强麦WH,3064.00,2303,3050,140.46%,2401,3198,-134-4.37%,20230228
玻璃,18.86,2303,1470,382.52%,2305,1521,-12-0.80%,20230228
菜籽粕,3360.00,2303,3199,1614.79%,2305,3125,2356.99%,20230228
油菜籽,7400.00,2307,6053,134718.20%,2311,5994,140619.00%,20230228
硅铁,7804.29,2303,8130,-325-4.16%,2305,7994,-189-2.42%,20230228
锰硅,7295.00,2303,7434,-139-1.91%,2305,7394,-99-1.36%,20230228
甲醇MA,2743.33,2303,2687,562.04%,2305,2632,1114.05%,20230228
棉纱,24700.00,2303,21610,309012.51%,2305,21375,332513.46%,20230228
尿素,2811.00,2303,2671,1404.98%,2305,2453,35812.74%,20230228
纯碱,2931.67,2303,3026,-94-3.21%,2305,2921,100.34%,20230228
涤纶短纤,7402.00,2303,7128,2743.70%,2304,7166,2363.19%,20230228
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230228
棕榈油,8172.00,2303,8154,180.22%,2305,8222,-50-0.61%,20230228
聚氯乙烯,6313.33,2303,6326,-12-0.19%,2305,6368,-54-0.86%,20230228
聚乙烯,8332.86,2303,8302,300.36%,2305,8294,380.46%,20230228
豆一,5400.00,2303,5524,-124-2.30%,2305,5595,-195-3.61%,20230228
豆粕,4380.00,2303,4095,2856.51%,2305,3799,58113.26%,20230228
豆油,9628.00,2303,9268,3603.74%,2305,8854,7748.04%,20230228
玉米,2808.57,2303,2821,-12-0.43%,2305,2841,-32-1.14%,20230228
铁矿石,908.89,2303,917,-8-0.88%,2305,887,212.31%,20230228
鸡蛋,9.43,2303,4339,3767.97%,2305,4413,3026.41%,20230228
聚丙烯,7925.00,2303,7807,1181.49%,2305,7845,801.01%,20230228
玉米淀粉,3168.00,2303,2852,3169.97%,2305,3018,1504.73%,20230228
乙二醇,4316.67,2303,4216,1002.32%,2305,4318,-1.33-0.03%,20230228
苯乙烯,8558.33,2303,8454,1041.22%,2304,8465,931.09%,20230228
液化石油气,5656.00,2303,4632,102418.10%,2304,4895,76113.45%,20230228
生猪,15.93,2303,14740,11907.47%,2305,17160,-1230-7.72%,20230228
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230301
铜,69816.67,2303,69680,1360.19%,2304,69670,1460.21%,20230301
螺纹钢,4220.00,2303,4309,-89-2.11%,2305,4198,220.52%,20230301
锌,23346.00,2303,23385,-39-0.17%,2304,23320,260.11%,20230301
铝,18416.67,2303,18520,-103-0.56%,2304,18550,-133-0.72%,20230301
黄金,414.14,2303,413.78,0.360.09%,2306,414.04,0.100.02%,20230301
线材,4448.00,2303,4864,-416-9.35%,2305,4942,-494-11.11%,20230301
燃料油,6120.00,2304,2931,318952.11%,2305,2937,318352.01%,20230301
天然橡胶,12020.00,2303,12350,-330-2.75%,2305,12505,-485-4.03%,20230301
铅,15187.50,2303,15280,-92-0.61%,2304,15320,-132-0.87%,20230301
白银,4863.67,2303,4849,140.29%,2306,4905,-41-0.84%,20230301
石油沥青,3895.14,2303,3794,1012.59%,2306,3762,1333.41%,20230301
热轧卷板,4332.00,2303,4328,4.000.09%,2305,4287,451.04%,20230301
镍,200600.00,2303,197450,31501.57%,2304,194050,65503.27%,20230301
锡,207075.00,2303,206140,9350.45%,2304,206360,7150.35%,20230301
纸浆,6970.00,2303,6508,4626.63%,2305,6496,4746.80%,20230301
不锈钢,17200.00,2303,16310,8905.17%,2304,16295,9055.26%,20230301
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230301
PTA,5597.27,2303,5716,-118-2.11%,2305,5686,-88-1.57%,20230301
白糖,5918.00,2303,5922,-4.00-0.07%,2305,5938,-20-0.34%,20230301
棉花,15356.67,2303,14385,9716.32%,2305,14405,9516.19%,20230301
普麦,3064.00,2303,3122,-58-1.89%,2401,3122,-58-1.89%,20230301
菜籽油OI,10774.00,2303,10137,6375.91%,2305,9827,9478.79%,20230301
强麦WH,3064.00,2303,3050,140.46%,2401,3198,-134-4.37%,20230301
玻璃,18.84,2303,1467,402.65%,2305,1518,-10-0.66%,20230301
菜籽粕,3314.00,2303,3196,1183.56%,2305,3075,2397.21%,20230301
油菜籽,7400.00,2307,6053,134718.20%,2311,6060,134018.11%,20230301
硅铁,7800.00,2303,8164,-364-4.67%,2305,8086,-286-3.67%,20230301
锰硅,7285.00,2303,7504,-219-3.01%,2305,7486,-201-2.76%,20230301
甲醇MA,2735.83,2303,2688,471.72%,2305,2626,1093.98%,20230301
棉纱,24700.00,2303,21690,301012.19%,2305,21455,324513.14%,20230301
尿素,2829.38,2303,2689,1404.95%,2305,2468,36112.76%,20230301
纯碱,2931.67,2303,3032,-100-3.41%,2305,2944,-12-0.41%,20230301
涤纶短纤,7372.00,2303,7184,1882.55%,2306,7348,240.33%,20230301
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230301
棕榈油,8256.00,2303,8182,740.90%,2305,8200,560.68%,20230301
聚氯乙烯,6243.33,2303,6326,-82-1.31%,2305,6370,-126-2.02%,20230301
聚乙烯,8340.00,2303,8369,-29-0.35%,2305,8354,-14-0.17%,20230301
豆一,5400.00,2303,5516,-116-2.15%,2305,5570,-170-3.15%,20230301
豆粕,4300.00,2303,3986,3147.30%,2305,3752,54812.74%,20230301
豆油,9634.00,2303,9288,3463.59%,2305,8828,8068.37%,20230301
玉米,2808.57,2303,2813,-4.43-0.16%,2305,2848,-39-1.39%,20230301
铁矿石,910.78,2303,945.5,-34-3.73%,2305,898.5,121.32%,20230301
鸡蛋,9.48,2303,4368,3727.85%,2305,4408,3327.00%,20230301
聚丙烯,7925.00,2303,7807,1181.49%,2305,7886,390.49%,20230301
玉米淀粉,3168.00,2303,2861,3079.69%,2305,3050,1183.72%,20230301
乙二醇,4308.33,2303,4244,641.49%,2305,4344,-35-0.81%,20230301
苯乙烯,8558.33,2303,8500,580.68%,2304,8530,280.33%,20230301
液化石油气,5662.00,2303,4679,98317.36%,2304,4990,67211.87%,20230301
生猪,15.90,2303,14105,179511.29%,2305,17200,-1300-8.18%,20230301
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230302
铜,69893.33,2303,69850,430.06%,2304,69970,-76-0.11%,20230302
螺纹钢,4235.56,2303,4339,-103-2.43%,2305,4219,160.38%,20230302
锌,23506.00,2303,23520,-14-0.06%,2304,23530,-24-0.10%,20230302
铝,18550.00,2303,18630,-80-0.43%,2304,18665,-115-0.62%,20230302
黄金,413.80,2303,416.1,-2.30-0.56%,2306,414.02,-0.22-0.05%,20230302
线材,4460.00,2303,4864,-404-9.06%,2305,4947,-487-10.92%,20230302
燃料油,6120.00,2304,2950,317051.80%,2305,2948,317251.83%,20230302
天然橡胶,12068.00,2303,12430,-362-3.00%,2305,12610,-542-4.49%,20230302
铅,15187.50,2303,15280,-92-0.61%,2304,15320,-132-0.87%,20230302
白银,4868.33,2303,4903,-34-0.70%,2306,4913,-44-0.90%,20230302
石油沥青,3889.43,2303,3833,561.44%,2306,3829,601.54%,20230302
热轧卷板,4356.00,2303,4342,140.32%,2305,4313,430.99%,20230302
镍,194816.67,2303,193940,8760.45%,2304,191180,36361.87%,20230302
锡,204700.00,2303,206680,-1980-0.97%,2304,206760,-2060-1.01%,20230302
纸浆,6940.00,2303,6502,4386.31%,2305,6480,4606.63%,20230302
不锈钢,17200.00,2303,16255,9455.49%,2304,16240,9605.58%,20230302
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230302
PTA,5745.09,2303,5744,1.090.02%,2305,5726,190.33%,20230302
白糖,5928.00,2303,5957,-29-0.49%,2305,5984,-56-0.94%,20230302
棉花,15391.67,2303,14510,8815.72%,2305,14560,8315.40%,20230302
